dog_id,registered_name,call_name,sex,color,birth_date,death_date,age_at_death_years,registration_number,dna_number,microchip,sire_name,sire_id,dam_name,dam_id,breeder_name,breeder_id,kennel_name,owner_name,owner_id,hip_rating,elbow_rating,heart_rating,eye_rating,dm_status,titles,image_url,image_path,profile_url
46105,ABBIE GWYNN,,Female,,,,,,,,ASHFLAT AMELIA'S FRITZ,,ELM CREEKS BONNIE MAE,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=46105
207825,ABBY GINETTE DESBIENS,,Female,,,,,,,,MICHAUDVILLE FRITZ,,IMIER BRIOCHE D'ADELE,,,,,,,,,,,,,https://bernergarde.org/DB/photos/Dog/BG207825-1.jpg|https://bernergarde.org/DB/photos/Dog/BG207825-1.jpg,output/images/dog_207825_0.jpg|output/images/dog_207825_1.jpg,https://bernergarde.org/DB/Dog_Detail?DID=207825
207825.0,ABBY GINETTE DESBIENS,,Female,,,,,,,,MICHAUDVILLE FRITZ,,IMIER BRIOCHE D'ADELE,,,,,,,,,,,,,https://bernergarde.org/DB/photos/Dog/BG207825-1.jpg|https://bernergarde.org/DB/photos/Dog/BG207825-1.jpg,output/images/dog_207825_0.jpg|output/images/dog_207825_1.jpg,https://bernergarde.org/DB/Dog_Detail?DID=207825.0
1127,ABIGAIL OF OAKLEAF,,Female,,,,,,,,KAYLIN'S JESSE JAMES,,CATHERINE VON BAUERNHOF,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=1127
1127.0,ABIGAIL OF OAKLEAF,,Female,,,,,,,,KAYLIN'S JESSE JAMES,,CATHERINE VON BAUERNHOF,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=1127.0
140151.0,ABIGAIL OF RAINBOW ISLAND,,Female,,,,,,,,HOT SHOT VOM BURGSEELI,,ODILE VOM BURGSEELI,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=140151.0
140151,ABIGAIL OF RAINBOW ISLAND,,Female,,,,,,,,HOT SHOT VOM BURGSEELI,,ODILE VOM BURGSEELI,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=140151
233096.0,ABMDR-MAXIMUS,,"Male (neutered Dec 15, 2025)",,,,,,,985113 ...,,,,,,,,,,,,,,,,https://bernergarde.org/DB/photos/Dog/BG233096_Maximus-1.jpg|https://bernergarde.org/DB/photos/Dog/BG233096_Maximus-1.jpg,output/images/dog_233096_0.jpg|output/images/dog_233096_1.jpg,https://bernergarde.org/DB/Dog_Detail?DID=233096.0
233096,ABMDR-MAXIMUS,,"Male (neutered Dec 15, 2025)",,,,,,,985113 ...,,,,,,,,,,,,,,,,https://bernergarde.org/DB/photos/Dog/BG233096_Maximus-1.jpg|https://bernergarde.org/DB/photos/Dog/BG233096_Maximus-1.jpg,output/images/dog_233096_0.jpg|output/images/dog_233096_1.jpg,https://bernergarde.org/DB/Dog_Detail?DID=233096
35067,ABRAXUS COUNTRY DOC,,Male,,,,,,,,TALLPINE'S FOR-N CORRESPONDENT,,THUNDER ROAD'S COUNTRY GIRL,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=35067
35067.0,ABRAXUS COUNTRY DOC,,Male,,,,,,,,TALLPINE'S FOR-N CORRESPONDENT,,THUNDER ROAD'S COUNTRY GIRL,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=35067.0
20253,ABRAXUS MARK THE MILLENNIUM,,Female (spayed),,,,,,,432823 ...,SWISS STAR'S MARK MY WORDS,,THUNDER ROAD'S COUNTRY GIRL,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=20253
20253.0,ABRAXUS MARK THE MILLENNIUM,,Female (spayed),,,,,,,432823 ...,SWISS STAR'S MARK MY WORDS,,THUNDER ROAD'S COUNTRY GIRL,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=20253.0
133298.0,ACECA'S AL CAPONE,,Male,,,,,,,,GILLRO GIBRALTER,,KYLEBURN NIGHT MYSTIQUE,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=133298.0
133298,ACECA'S AL CAPONE,,Male,,,,,,,,GILLRO GIBRALTER,,KYLEBURN NIGHT MYSTIQUE,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=133298
42695.0,ACHIM VD ERGOLZ,,Male,,,,,,,,,,,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=42695.0
42695,ACHIM VD ERGOLZ,,Male,,,,,,,,,,,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=42695
47188.0,ACT ONE CLASS ACT,,Female,,,,,,,,TOP HAT'S ACT ONE,,STARDUST ACT ONE CHILL OUT,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=47188.0
47188,ACT ONE CLASS ACT,,Female,,,,,,,,TOP HAT'S ACT ONE,,STARDUST ACT ONE CHILL OUT,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=47188
47189,ACT ONE ENCORE,,Male,,,,,,,,TOP HAT'S ACT ONE,,STARDUST ACT ONE CHILL OUT,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=47189
47189.0,ACT ONE ENCORE,,Male,,,,,,,,TOP HAT'S ACT ONE,,STARDUST ACT ONE CHILL OUT,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=47189.0
129937.0,ACT ONE ROCK THIS PARTY,,Female,,,,,,,,AVALON MIST THIEF OF HEARTS ACT ONE,,STARDUST SUNLACE AND PAPER FLOWERS,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=129937.0
129937,ACT ONE ROCK THIS PARTY,,Female,,,,,,,,AVALON MIST THIEF OF HEARTS ACT ONE,,STARDUST SUNLACE AND PAPER FLOWERS,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=129937
60454,ACT ONE ROCKIE STARDUST,,Male,,,,,,,,LOWENZEHN'S NATIONAL BELIEVER,,ACT ONE SHOW STOPPER,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=60454
60454.0,ACT ONE ROCKIE STARDUST,,Male,,,,,,,,LOWENZEHN'S NATIONAL BELIEVER,,ACT ONE SHOW STOPPER,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=60454.0
47185,ACT ONE SHOW STOPPER,,Female,,,,,,,,TOP HAT'S ACT ONE,,STARDUST ACT ONE CHILL OUT,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=47185
47185.0,ACT ONE SHOW STOPPER,,Female,,,,,,,,TOP HAT'S ACT ONE,,STARDUST ACT ONE CHILL OUT,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=47185.0
60448.0,ACT ONE SULTON OF SHOW,,Male,,,,,,,,MENTMORE'S SINJIN,,ACT ONE SHOW STOPPER,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=60448.0
60448,ACT ONE SULTON OF SHOW,,Male,,,,,,,,MENTMORE'S SINJIN,,ACT ONE SHOW STOPPER,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=60448
47191.0,ACT ONE TAKE A BOW TUCKER,,Male,,,,,,,,TOP HAT'S ACT ONE,,STARDUST ACT ONE CHILL OUT,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=47191.0
47191,ACT ONE TAKE A BOW TUCKER,,Male,,,,,,,,TOP HAT'S ACT ONE,,STARDUST ACT ONE CHILL OUT,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=47191
37027,ACT ONE: OSO SWEET,,Male,,,,,,,061-27 ...,TOP HAT'S ACT ONE,,SWISS STARS LADY GODIVA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=37027
37027.0,ACT ONE: OSO SWEET,,Male,,,,,,,061-27 ...,TOP HAT'S ACT ONE,,SWISS STARS LADY GODIVA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=37027.0
123269.0,ADA,,Female,,,,,,,,SÖDERKULLAS VIVO,,NADJA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=123269.0
123269,ADA,,Female,,,,,,,,SÖDERKULLAS VIVO,,NADJA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=123269
72561.0,ADAM OF THANKS FOR THE DREAM JP,,Male,,,,,,,,,,,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=72561.0
72561,ADAM OF THANKS FOR THE DREAM JP,,Male,,,,,,,,,,,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=72561
92200.0,ADDISON FIONA DUTCHESS OF THE KNOB,,Female,,,,,,,,TUFF ENUF LOUIE,,MISS ROSIE MUFFIN,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=92200.0
92200,ADDISON FIONA DUTCHESS OF THE KNOB,,Female,,,,,,,,TUFF ENUF LOUIE,,MISS ROSIE MUFFIN,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=92200
192451.0,ADELAIDE COLLINS,,Female,,,,,,,,ASHLEY V BERNERLIEBE,,FLEUR V FELSTAL,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=192451.0
192451,ADELAIDE COLLINS,,Female,,,,,,,,ASHLEY V BERNERLIEBE,,FLEUR V FELSTAL,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=192451
21153.0,ADESA CASMOR SOME LIKE IT HOT,,Female,,,,,,,,SOJOURN BATHBERNE BEARTRACKS,,ADESA HONKY TONK WOMAN,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=21153.0
21153,ADESA CASMOR SOME LIKE IT HOT,,Female,,,,,,,,SOJOURN BATHBERNE BEARTRACKS,,ADESA HONKY TONK WOMAN,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=21153
30614,ADESA CASTLEMTN AMERICAN CHOPPER,,Male,,,,,,,,ADESA I'M STEPPING OUT,,SWISS STARS AMERICAN FLAG,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=30614
30614.0,ADESA CASTLEMTN AMERICAN CHOPPER,,Male,,,,,,,,ADESA I'M STEPPING OUT,,SWISS STARS AMERICAN FLAG,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=30614.0
35786.0,ADESA DOUBLE FANTASY,,Female,,,,,,,,SENNENHOF XANDER,,ADESA HONKY TONK WOMAN,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=35786.0
35786,ADESA DOUBLE FANTASY,,Female,,,,,,,,SENNENHOF XANDER,,ADESA HONKY TONK WOMAN,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=35786
44985.0,ADESA GIRLS GOT TO HAVE FUN,,Female,,,,,,,,FOREIGN FLAG FROM THE BARKING BUNCH,,ADESA'S HOT IN THE CITY,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=44985.0
44985,ADESA GIRLS GOT TO HAVE FUN,,Female,,,,,,,,FOREIGN FLAG FROM THE BARKING BUNCH,,ADESA'S HOT IN THE CITY,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=44985
36953.0,ADESA I'M STEPPING OUT,,Male,,,,,,,,SENNENHOF XANDER,,ADESA HONKY TONK WOMAN,,,,,,,,,,,,,https://bernergarde.org/DB/photos/Dog/BG36953-1.jpg|https://bernergarde.org/DB/photos/Dog/BG36953-1.jpg|https://bernergarde.org/DB/photos/Dog/BG36953-2.jpg|https://bernergarde.org/DB/photos/Dog/BG36953-4.jpg,output/images/dog_36953_0.jpg|output/images/dog_36953_1.jpg|output/images/dog_36953_2.jpg|output/images/dog_36953_3.jpg,https://bernergarde.org/DB/Dog_Detail?DID=36953.0
36953,ADESA I'M STEPPING OUT,,Male,,,,,,,,SENNENHOF XANDER,,ADESA HONKY TONK WOMAN,,,,,,,,,,,,,https://bernergarde.org/DB/photos/Dog/BG36953-1.jpg|https://bernergarde.org/DB/photos/Dog/BG36953-1.jpg|https://bernergarde.org/DB/photos/Dog/BG36953-2.jpg|https://bernergarde.org/DB/photos/Dog/BG36953-4.jpg,output/images/dog_36953_0.jpg|output/images/dog_36953_1.jpg|output/images/dog_36953_2.jpg|output/images/dog_36953_3.jpg,https://bernergarde.org/DB/Dog_Detail?DID=36953
23807.0,ADESA JUST PUSH PLAY,,Male,,,,,,,,RUSH HILL'S SOLID EVIDENCE,,ADESA DOUBLE FANTASY,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=23807.0
23807,ADESA JUST PUSH PLAY,,Male,,,,,,,,RUSH HILL'S SOLID EVIDENCE,,ADESA DOUBLE FANTASY,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=23807
58009,ADESA MILAGRO ON CASTLE MOUNTAIN,,Male,,,,,,,,ADESA'S AND THE BEAT GOES ON,,SWISS STARS AMERICAN FLAG,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=58009
58009.0,ADESA MILAGRO ON CASTLE MOUNTAIN,,Male,,,,,,,,ADESA'S AND THE BEAT GOES ON,,SWISS STARS AMERICAN FLAG,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=58009.0
34738.0,ADESA WALK ON WATER,,Male (neutered),,,,,,,,LEDGEWOOD'S FIRST 'N' FOREMOST,,SKYLYN EVERYONES TALKIN' ADESA,,,,,,,,,,,,,https://bernergarde.org/DB/photos/Dog/BG34738-1.jpg|https://bernergarde.org/DB/photos/Dog/BG34738-1.jpg,output/images/dog_34738_0.jpg|output/images/dog_34738_1.jpg,https://bernergarde.org/DB/Dog_Detail?DID=34738.0
34738,ADESA WALK ON WATER,,Male (neutered),,,,,,,,LEDGEWOOD'S FIRST 'N' FOREMOST,,SKYLYN EVERYONES TALKIN' ADESA,,,,,,,,,,,,,https://bernergarde.org/DB/photos/Dog/BG34738-1.jpg|https://bernergarde.org/DB/photos/Dog/BG34738-1.jpg,output/images/dog_34738_0.jpg|output/images/dog_34738_1.jpg,https://bernergarde.org/DB/Dog_Detail?DID=34738
141790,ADESA'S BETTER WITH BUTTER N TALLPINE,,Male,,,,,,,,ADESA BUTTER ME UP,,TALLPINE'S LOTUS,,,,,,,,,,,,,https://bernergarde.org/DB/photos/Dog/BG141790-5.jpg|https://bernergarde.org/DB/photos/Dog/BG141790-5.jpg|https://bernergarde.org/DB/photos/Dog/BG141790-4.jpg|https://bernergarde.org/DB/photos/Dog/BG141790-1.jpg|https://bernergarde.org/DB/photos/Dog/BG141790-6.jpg,output/images/dog_141790_0.jpg|output/images/dog_141790_1.jpg|output/images/dog_141790_2.jpg|output/images/dog_141790_3.jpg|output/images/dog_141790_4.jpg,https://bernergarde.org/DB/Dog_Detail?DID=141790
141790.0,ADESA'S BETTER WITH BUTTER N TALLPINE,,Male,,,,,,,,ADESA BUTTER ME UP,,TALLPINE'S LOTUS,,,,,,,,,,,,,https://bernergarde.org/DB/photos/Dog/BG141790-5.jpg|https://bernergarde.org/DB/photos/Dog/BG141790-5.jpg|https://bernergarde.org/DB/photos/Dog/BG141790-4.jpg|https://bernergarde.org/DB/photos/Dog/BG141790-1.jpg|https://bernergarde.org/DB/photos/Dog/BG141790-6.jpg,output/images/dog_141790_0.jpg|output/images/dog_141790_1.jpg|output/images/dog_141790_2.jpg|output/images/dog_141790_3.jpg|output/images/dog_141790_4.jpg,https://bernergarde.org/DB/Dog_Detail?DID=141790.0
21123,ADESA'S HOT IN THE CITY,,Female,,,,,,,,SOJOURN BATHBERNE BEARTRACKS,,ADESA HONKY TONK WOMAN,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=21123
21123.0,ADESA'S HOT IN THE CITY,,Female,,,,,,,,SOJOURN BATHBERNE BEARTRACKS,,ADESA HONKY TONK WOMAN,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=21123.0
63107.0,ADESA'S MIDNIGHT SPECIAL,,Male (neutered),,,,,,,032.52 ...,LEDGEWOOD'S FIRST 'N' FOREMOST,,SKYLYN EVERYONES TALKIN' ADESA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=63107.0
63107,ADESA'S MIDNIGHT SPECIAL,,Male (neutered),,,,,,,032.52 ...,LEDGEWOOD'S FIRST 'N' FOREMOST,,SKYLYN EVERYONES TALKIN' ADESA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=63107
159685.0,ADESA'S PERFECT STORM OVER THALASSA,,Female,,,,,,,,ADESA'S BEST IN WINTER,,BLACKWATER EASY LIKE SUNDAY MORNING,,,,,,,,,,,,,https://bernergarde.org/DB/photos/Dog/BG159685-1.jpg|https://bernergarde.org/DB/photos/Dog/BG159685-1.jpg,output/images/dog_159685_0.jpg|output/images/dog_159685_1.jpg,https://bernergarde.org/DB/Dog_Detail?DID=159685.0
159685,ADESA'S PERFECT STORM OVER THALASSA,,Female,,,,,,,,ADESA'S BEST IN WINTER,,BLACKWATER EASY LIKE SUNDAY MORNING,,,,,,,,,,,,,https://bernergarde.org/DB/photos/Dog/BG159685-1.jpg|https://bernergarde.org/DB/photos/Dog/BG159685-1.jpg,output/images/dog_159685_0.jpg|output/images/dog_159685_1.jpg,https://bernergarde.org/DB/Dog_Detail?DID=159685
28751.0,ADESA'S PUSH TO ACTIVATE,,Female,,,,,,,,RUSH HILL'S SOLID EVIDENCE,,ADESA DOUBLE FANTASY,,,,,,,,,,,,,https://bernergarde.org/DB/photos/Dog/BG28751-1.JPG|https://bernergarde.org/DB/photos/Dog/BG28751-1.JPG,output/images/dog_28751_0.jpg|output/images/dog_28751_1.jpg,https://bernergarde.org/DB/Dog_Detail?DID=28751.0
28751,ADESA'S PUSH TO ACTIVATE,,Female,,,,,,,,RUSH HILL'S SOLID EVIDENCE,,ADESA DOUBLE FANTASY,,,,,,,,,,,,,https://bernergarde.org/DB/photos/Dog/BG28751-1.JPG|https://bernergarde.org/DB/photos/Dog/BG28751-1.JPG,output/images/dog_28751_0.jpg|output/images/dog_28751_1.jpg,https://bernergarde.org/DB/Dog_Detail?DID=28751
28750,ADESA'S PUSHING THE POINT,,Male,,,,,,,,RUSH HILL'S SOLID EVIDENCE,,ADESA DOUBLE FANTASY,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=28750
28750.0,ADESA'S PUSHING THE POINT,,Male,,,,,,,,RUSH HILL'S SOLID EVIDENCE,,ADESA DOUBLE FANTASY,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=28750.0
21134,ADESA'S SMOKE JUMPER,,Female,,,,,,,,SOJOURN BATHBERNE BEARTRACKS,,ADESA SMOKE SIGNAL OVER LIL' MTN,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=21134
